,caucus,congress_numbers,current,description,district,enddate,extra__address,extra__contact_form,extra__fax,extra__how,extra__office,extra__rss_url,id,leadership_title,party,person__bioguideid,person__birthday,person__cspanid,person__firstname,person__gender,person__gender_label,person__id,person__lastname,person__link,person__middlename,person__name,person__namemod,person__nickname,person__osid,person__pvsid,person__sortname,person__twitterid,person__youtubeid,phone,role_type,role_type_label,senator_class,senator_class_label,senator_rank,senator_rank_label,startdate,state,title,title_long,website
427,,[115],True,Representative for North Carolina's 12th congressional district,12.0,2019-01-03,222 Cannon HOB; Washington DC 20515-3312,,,,222 Cannon House Office Building,,44157,,Democrat,A000370,1946-05-27,76386.0,Alma,female,Female,412607,Adams,https://www.govtrack.us/congress/members/alma_adams/412607,,Rep. Alma Adams [D-NC12],,,N00035451,,"Adams, Alma (Rep.) [D-NC12]",RepAdams,,202-225-1510,representative,Representative,,,,,2017-01-03,NC,Rep.,Representative,http://adams.house.gov
428,,[115],True,Representative for Alabama's 6th congressional district,6.0,2019-01-03,330 Cannon HOB; Washington DC 20515-0106,,,,330 Cannon House Office Building,,44158,,Republican,P000609,1954-05-14,,Gary,male,Male,412608,Palmer,https://www.govtrack.us/congress/members/gary_palmer/412608,,Rep. Gary Palmer [R-AL6],,,N00035691,,"Palmer, Gary (Rep.) [R-AL6]",USRepGaryPalmer,,202-225-4921,representative,Representative,,,,,2017-01-03,AL,Rep.,Representative,https://palmer.house.gov
429,,[115],True,Representative for Arkansas's 2nd congressional district,2.0,2019-01-03,1229 Longworth HOB; Washington DC 20515-0402,,,,1229 Longworth House Office Building,,44159,,Republican,H001072,1956-12-05,,French,male,Male,412609,Hill,https://www.govtrack.us/congress/members/french_hill/412609,,Rep. French Hill [R-AR2],,,N00035792,,"Hill, French (Rep.) [R-AR2]",RepFrenchHill,,202-225-2506,representative,Representative,,,,,2017-01-03,AR,Rep.,Representative,https://hill.house.gov
430,,[115],True,Representative for Arkansas's 4th congressional district,4.0,2019-01-03,130 Cannon HOB; Washington DC 20515-0404,,,,130 Cannon House Office Building,,44160,,Republican,W000821,1967-11-18,,Bruce,male,Male,412610,Westerman,https://www.govtrack.us/congress/members/bruce_westerman/412610,,Rep. Bruce Westerman [R-AR4],,,N00035527,,"Westerman, Bruce (Rep.) [R-AR4]",RepWesterman,,202-225-3772,representative,Representative,,,,,2017-01-03,AR,Rep.,Representative,https://westerman.house.gov
431,,[115],True,Representative for Arizona's 2nd congressional district,2.0,2019-01-03,510 Cannon HOB; Washington DC 20515-0302,,,,510 Cannon House Office Building,,44161,,Republican,M001197,1966-03-22,,Martha,female,Female,412611,McSally,https://www.govtrack.us/congress/members/martha_mcsally/412611,,Rep. Martha McSally [R-AZ2],,,N00033982,,"McSally, Martha (Rep.) [R-AZ2]",RepMcSally,,202-225-2542,representative,Representative,,,,,2017-01-03,AZ,Rep.,Representative,https://mcsally.house.gov
432,,[115],True,Representative for Arizona's 7th congressional district,7.0,2019-01-03,1218 Longworth HOB; Washington DC 20515-0307,,,,1218 Longworth House Office Building,,44162,,Democrat,G000574,1979-11-20,,Ruben,male,Male,412612,Gallego,https://www.govtrack.us/congress/members/ruben_gallego/412612,,Rep. Ruben Gallego [D-AZ7],,,N00036097,,"Gallego, Ruben (Rep.) [D-AZ7]",RepRubenGallego,,202-225-4065,representative,Representative,,,,,2017-01-03,AZ,Rep.,Representative,https://rubengallego.house.gov
433,,[115],True,Representative for California's 11th congressional district,11.0,2019-01-03,115 Cannon HOB; Washington DC 20515-0511,,,,115 Cannon House Office Building,,44163,,Democrat,D000623,1952-03-31,,Mark,male,Male,412613,DeSaulnier,https://www.govtrack.us/congress/members/mark_desaulnier/412613,,Rep. Mark DeSaulnier [D-CA11],,,N00030709,,"DeSaulnier, Mark (Rep.) [D-CA11]",RepDeSaulnier,,202-225-2095,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,https://desaulnier.house.gov
434,,[115],True,Representative for California's 25th congressional district,25.0,2019-01-03,1023 Longworth HOB; Washington DC 20515-0525,,,,1023 Longworth House Office Building,,44164,,Republican,K000387,1966-12-17,,Steve,male,Male,412614,Knight,https://www.govtrack.us/congress/members/steve_knight/412614,,Rep. Steve Knight [R-CA25],,,N00035820,,"Knight, Steve (Rep.) [R-CA25]",SteveKnight25,,202-225-1956,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,https://knight.house.gov
435,,[115],True,Representative for California's 31st congressional district,31.0,2019-01-03,1223 Longworth HOB; Washington DC 20515-0531,,,,1223 Longworth House Office Building,,44165,,Democrat,A000371,1979-06-19,,Pete,male,Male,412615,Aguilar,https://www.govtrack.us/congress/members/pete_aguilar/412615,,Rep. Pete Aguilar [D-CA31],,,N00033997,,"Aguilar, Pete (Rep.) [D-CA31]",reppeteaguilar,,202-225-3201,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,https://aguilar.house.gov
436,,[115],True,Representative for California's 33rd congressional district,33.0,2019-01-03,236 Cannon HOB; Washington DC 20515-0533,,,,236 Cannon House Office Building,,44166,,Democrat,L000582,1969-03-29,,Ted,male,Male,412616,Lieu,https://www.govtrack.us/congress/members/ted_lieu/412616,,Rep. Ted Lieu [D-CA33],,,N00035825,,"Lieu, Ted (Rep.) [D-CA33]",RepTedLieu,,202-225-3976,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,https://lieu.house.gov
437,,[115],True,Representative for California's 35th congressional district,35.0,2019-01-03,1713 Longworth HOB; Washington DC 20515-0535,,,,1713 Longworth House Office Building,,44167,,Democrat,T000474,1965-04-04,,Norma,female,Female,412617,Torres,https://www.govtrack.us/congress/members/norma_torres/412617,,Rep. Norma Torres [D-CA35],,,N00036107,,"Torres, Norma (Rep.) [D-CA35]",NormaJTorres,,202-225-6161,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,https://torres.house.gov
438,,[115],True,Representative for California's 45th congressional district,45.0,2019-01-03,215 Cannon HOB; Washington DC 20515-0545,,,,215 Cannon House Office Building,,44168,,Republican,W000820,1962-05-14,,Mimi,female,Female,412618,Walters,https://www.govtrack.us/congress/members/mimi_walters/412618,,Rep. Mimi Walters [R-CA45],,,N00035391,,"Walters, Mimi (Rep.) [R-CA45]",RepMimiWalters,,202-225-5611,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,https://walters.house.gov
439,,[115],True,Representative for Colorado's 4th congressional district,4.0,2019-01-03,1130 Longworth HOB; Washington DC 20515-0604,,,,1130 Longworth House Office Building,,44169,,Republican,B001297,1959-02-16,,Ken,male,Male,412619,Buck,https://www.govtrack.us/congress/members/ken_buck/412619,,Rep. Ken Buck [R-CO4],,,N00030829,,"Buck, Ken (Rep.) [R-CO4]",RepKenBuck,,202-225-4676,representative,Representative,,,,,2017-01-03,CO,Rep.,Representative,https://buck.house.gov
440,,[115],True,Representative for Florida's 26th congressional district,26.0,2019-01-03,1404 Longworth HOB; Washington DC 20515-0926,,,,1404 Longworth House Office Building,,44170,,Republican,C001107,1980-03-01,,Carlos,male,Male,412621,Curbelo,https://www.govtrack.us/congress/members/carlos_curbelo/412621,,Rep. Carlos Curbelo [R-FL26],,,N00035403,,"Curbelo, Carlos (Rep.) [R-FL26]",RepCurbelo,,202-225-2778,representative,Representative,,,,,2017-01-03,FL,Rep.,Representative,http://curbelo.house.gov
441,,[115],True,Representative for Georgia's 1st congressional district,1.0,2019-01-03,432 Cannon HOB; Washington DC 20515-1001,,,,432 Cannon House Office Building,,44171,,Republican,C001103,1957-09-06,,Buddy,male,Male,412622,Carter,https://www.govtrack.us/congress/members/buddy_carter/412622,,Rep. Buddy Carter [R-GA1],,,N00035346,,"Carter, Buddy (Rep.) [R-GA1]",RepBuddyCarter,,202-225-5831,representative,Representative,,,,,2017-01-03,GA,Rep.,Representative,http://buddycarter.house.gov
442,,[115],True,Representative for Georgia's 10th congressional district,10.0,2019-01-03,324 Cannon HOB; Washington DC 20515-1010,,,,324 Cannon House Office Building,,44172,,Republican,H001071,1960-04-22,,Jody,male,Male,412623,Hice,https://www.govtrack.us/congress/members/jody_hice/412623,,Rep. Jody Hice [R-GA10],,,N00032243,,"Hice, Jody (Rep.) [R-GA10]",congressmanhice,,202-225-4101,representative,Representative,,,,,2017-01-03,GA,Rep.,Representative,https://hice.house.gov
443,,[115],True,Representative for Georgia's 11th congressional district,11.0,2019-01-03,329 Cannon HOB; Washington DC 20515-1011,,,,329 Cannon House Office Building,,44173,,Republican,L000583,1963-12-22,,Barry,male,Male,412624,Loudermilk,https://www.govtrack.us/congress/members/barry_loudermilk/412624,,Rep. Barry Loudermilk [R-GA11],,,N00035347,,"Loudermilk, Barry (Rep.) [R-GA11]",RepLoudermilk,,202-225-2931,representative,Representative,,,,,2017-01-03,GA,Rep.,Representative,http://loudermilk.house.gov
444,,[115],True,Representative for Georgia's 12th congressional district,12.0,2019-01-03,426 Cannon HOB; Washington DC 20515-1012,,,,426 Cannon House Office Building,,44174,,Republican,A000372,1951-11-07,,Rick,male,Male,412625,Allen,https://www.govtrack.us/congress/members/rick_allen/412625,,Rep. Rick Allen [R-GA12],,,N00033720,,"Allen, Rick (Rep.) [R-GA12]",reprickallen,,202-225-2823,representative,Representative,,,,,2017-01-03,GA,Rep.,Representative,http://allen.house.gov
445,,[115],True,Representative for Iowa's 1st congressional district,1.0,2019-01-03,1108 Longworth HOB; Washington DC 20515-1501,,,,1108 Longworth House Office Building,,44175,,Republican,B001294,1955-04-26,,Rod,male,Male,412627,Blum,https://www.govtrack.us/congress/members/rod_blum/412627,,Rep. Rod Blum [R-IA1],,,N00033744,,"Blum, Rod (Rep.) [R-IA1]",RepRodBlum,,202-225-2911,representative,Representative,,,,,2017-01-03,IA,Rep.,Representative,https://blum.house.gov
446,,[115],True,Representative for Iowa's 3rd congressional district,3.0,2019-01-03,240 Cannon HOB; Washington DC 20515-1503,,,,240 Cannon House Office Building,,44176,,Republican,Y000066,1968-05-11,,David,male,Male,412628,Young,https://www.govtrack.us/congress/members/david_young/412628,,Rep. David Young [R-IA3],,,N00035509,,"Young, David (Rep.) [R-IA3]",RepDavidYoung,,202-225-5476,representative,Representative,,,,,2017-01-03,IA,Rep.,Representative,https://davidyoung.house.gov
447,,[115],True,Representative for Illinois's 12th congressional district,12.0,2019-01-03,1440 Longworth HOB; Washington DC 20515-1312,,,,1440 Longworth House Office Building,,44177,,Republican,B001295,1960-12-30,,Mike,male,Male,412629,Bost,https://www.govtrack.us/congress/members/mike_bost/412629,,Rep. Mike Bost [R-IL12],,,N00035420,,"Bost, Mike (Rep.) [R-IL12]",RepBost,,202-225-5661,representative,Representative,,,,,2017-01-03,IL,Rep.,Representative,https://bost.house.gov
448,,[115],True,Representative for Louisiana's 5th congressional district,5.0,2019-01-03,417 Cannon HOB; Washington DC 20515-1805,,,,417 Cannon House Office Building,,44178,,Republican,A000374,1954-09-16,,Ralph,male,Male,412630,Abraham,https://www.govtrack.us/congress/members/ralph_abraham/412630,,Rep. Ralph Abraham [R-LA5],,,N00036633,,"Abraham, Ralph (Rep.) [R-LA5]",RepAbraham,,202-225-8490,representative,Representative,,,,,2017-01-03,LA,Rep.,Representative,https://abraham.house.gov
449,,[115],True,Representative for Louisiana's 6th congressional district,6.0,2019-01-03,430 Cannon HOB; Washington DC 20515-1806,,,,430 Cannon House Office Building,,44179,,Republican,G000577,1972-01-31,,Garret,male,Male,412631,Graves,https://www.govtrack.us/congress/members/garret_graves/412631,,Rep. Garret Graves [R-LA6],,,N00036135,,"Graves, Garret (Rep.) [R-LA6]",RepGarretGraves,,202-225-3901,representative,Representative,,,,,2017-01-03,LA,Rep.,Representative,https://garretgraves.house.gov
450,,[115],True,Representative for Massachusetts's 6th congressional district,6.0,2019-01-03,1408 Longworth HOB; Washington DC 20515-2106,,,,1408 Longworth House Office Building,,44180,,Democrat,M001196,1978-10-24,,Seth,male,Male,412632,Moulton,https://www.govtrack.us/congress/members/seth_moulton/412632,,Rep. Seth Moulton [D-MA6],,,N00035431,,"Moulton, Seth (Rep.) [D-MA6]",teammoulton,,202-225-8020,representative,Representative,,,,,2017-01-03,MA,Rep.,Representative,http://moulton.house.gov
451,,[115],True,Representative for Maine's 2nd congressional district,2.0,2019-01-03,1208 Longworth HOB; Washington DC 20515-1902,,,,1208 Longworth House Office Building,,44181,,Republican,P000611,1953-11-01,,Bruce,male,Male,412633,Poliquin,https://www.govtrack.us/congress/members/bruce_poliquin/412633,,Rep. Bruce Poliquin [R-ME2],,,N00034584,,"Poliquin, Bruce (Rep.) [R-ME2]",RepPoliquin,,202-225-6306,representative,Representative,,,,,2017-01-03,ME,Rep.,Representative,https://poliquin.house.gov
452,,[115],True,Representative for Michigan's 4th congressional district,4.0,2019-01-03,117 Cannon HOB; Washington DC 20515-2204,,,,117 Cannon House Office Building,,44182,,Republican,M001194,1961-05-08,,John,male,Male,412634,Moolenaar,https://www.govtrack.us/congress/members/john_moolenaar/412634,,Rep. John Moolenaar [R-MI4],,,N00036275,,"Moolenaar, John (Rep.) [R-MI4]",RepMoolenaar,,202-225-3561,representative,Representative,,,,,2017-01-03,MI,Rep.,Representative,https://moolenaar.house.gov
453,,[115],True,Representative for Michigan's 8th congressional district,8.0,2019-01-03,428 Cannon HOB; Washington DC 20515-2208,,,,428 Cannon House Office Building,,44183,,Republican,B001293,1967-03-18,,Mike,male,Male,412635,Bishop,https://www.govtrack.us/congress/members/mike_bishop/412635,,Rep. Mike Bishop [R-MI8],,,N00036449,,"Bishop, Mike (Rep.) [R-MI8]",RepMikeBishop,,202-225-4872,representative,Representative,,,,,2017-01-03,MI,Rep.,Representative,https://mikebishop.house.gov
454,,[115],True,Representative for Michigan's 11th congressional district,11.0,2019-01-03,1722 Longworth HOB; Washington DC 20515-2211,,,,1722 Longworth House Office Building,,44184,,Republican,T000475,1960-10-16,,Dave,male,Male,412636,Trott,https://www.govtrack.us/congress/members/dave_trott/412636,,Rep. Dave Trott [R-MI11],,,N00035607,,"Trott, Dave (Rep.) [R-MI11]",repdavetrott,,202-225-8171,representative,Representative,,,,,2017-01-03,MI,Rep.,Representative,https://trott.house.gov
455,,[115],True,Representative for Michigan's 12th congressional district,12.0,2019-01-03,116 Cannon HOB; Washington DC 20515-2212,,,,116 Cannon House Office Building,,44185,,Democrat,D000624,1953-11-23,,Debbie,female,Female,412637,Dingell,https://www.govtrack.us/congress/members/debbie_dingell/412637,,Rep. Debbie Dingell [D-MI12],,,N00036149,,"Dingell, Debbie (Rep.) [D-MI12]",RepDebDingell,,202-225-4071,representative,Representative,,,,,2017-01-03,MI,Rep.,Representative,https://debbiedingell.house.gov
456,,[115],True,Representative for Michigan's 14th congressional district,14.0,2019-01-03,1213 Longworth HOB; Washington DC 20515-2214,,,,1213 Longworth House Office Building,,44186,,Democrat,L000581,1954-10-18,,Brenda,female,Female,412638,Lawrence,https://www.govtrack.us/congress/members/brenda_lawrence/412638,,Rep. Brenda Lawrence [D-MI14],,,N00034068,,"Lawrence, Brenda (Rep.) [D-MI14]",RepLawrence,,202-225-5802,representative,Representative,,,,,2017-01-03,MI,Rep.,Representative,https://lawrence.house.gov
457,,[115],True,Representative for Minnesota's 6th congressional district,6.0,2019-01-03,315 Cannon HOB; Washington DC 20515-2306,,,,315 Cannon House Office Building,,44187,,Republican,E000294,1961-03-03,,Tom,male,Male,412639,Emmer,https://www.govtrack.us/congress/members/tom_emmer/412639,,Rep. Tom Emmer [R-MN6],,,N00035440,,"Emmer, Tom (Rep.) [R-MN6]",RepTomEmmer,,202-225-2331,representative,Representative,,,,,2017-01-03,MN,Rep.,Representative,https://emmer.house.gov
458,,[115],True,Representative for Montana At Large,0.0,2019-01-03,1419 Longworth HOB; Washington DC 20515-2600,,,,1419 Longworth House Office Building,,44188,,Republican,Z000018,1961-11-01,,Ryan,male,Male,412640,Zinke,https://www.govtrack.us/congress/members/ryan_zinke/412640,,Rep. Ryan Zinke [R-MT0],,,N00035616,,"Zinke, Ryan (Rep.) [R-MT0]",RepRyanZinke,,202-225-3211,representative,Representative,,,,,2017-01-03,MT,Rep.,Representative,https://zinke.house.gov
459,,[115],True,Representative for North Carolina's 7th congressional district,7.0,2019-01-03,424 Cannon HOB; Washington DC 20515-3307,,,,424 Cannon House Office Building,,44189,,Republican,R000603,1972-02-16,,David,male,Male,412641,Rouzer,https://www.govtrack.us/congress/members/david_rouzer/412641,,Rep. David Rouzer [R-NC7],,,N00033527,,"Rouzer, David (Rep.) [R-NC7]",RepDavidRouzer,,202-225-2731,representative,Representative,,,,,2017-01-03,NC,Rep.,Representative,https://rouzer.house.gov
460,,[115],True,Representative for New Jersey's 3rd congressional district,3.0,2019-01-03,506 Cannon HOB; Washington DC 20515-3003,,,,506 Cannon House Office Building,,44190,,Republican,M001193,1960-10-16,,Tom,male,Male,412643,MacArthur,https://www.govtrack.us/congress/members/tom_macarthur/412643,,Rep. Tom MacArthur [R-NJ3],,,N00036155,,"MacArthur, Tom (Rep.) [R-NJ3]",RepTomMacArthur,,202-225-4765,representative,Representative,,,,,2017-01-03,NJ,Rep.,Representative,https://macarthur.house.gov
461,,[115],True,Representative for New Jersey's 12th congressional district,12.0,2019-01-03,1535 Longworth HOB; Washington DC 20515-3012,,,,1535 Longworth House Office Building,,44191,,Democrat,W000822,1945-02-06,,Bonnie,female,Female,412644,Watson Coleman,https://www.govtrack.us/congress/members/bonnie_watson_coleman/412644,,Rep. Bonnie Watson Coleman [D-NJ12],,,N00036158,,"Watson Coleman, Bonnie (Rep.) [D-NJ12]",RepBonnie,,202-225-5801,representative,Representative,,,,,2017-01-03,NJ,Rep.,Representative,https://watsoncoleman.house.gov
462,,[115],True,Representative for New York's 1st congressional district,1.0,2019-01-03,1517 Longworth HOB; Washington DC 20515-3201,,,,1517 Longworth House Office Building,,44192,,Republican,Z000017,1980-01-30,,Lee,male,Male,412646,Zeldin,https://www.govtrack.us/congress/members/lee_zeldin/412646,,Rep. Lee Zeldin [R-NY1],,,N00029404,,"Zeldin, Lee (Rep.) [R-NY1]",RepLeeZeldin,,202-225-3826,representative,Representative,,,,,2017-01-03,NY,Rep.,Representative,https://zeldin.house.gov
463,,[115],True,Representative for New York's 4th congressional district,4.0,2019-01-03,1508 Longworth HOB; Washington DC 20515-3204,,,,1508 Longworth House Office Building,,44193,,Democrat,R000602,1965-02-15,,Kathleen,female,Female,412647,Rice,https://www.govtrack.us/congress/members/kathleen_rice/412647,,Rep. Kathleen Rice [D-NY4],,,N00035927,,"Rice, Kathleen (Rep.) [D-NY4]",RepKathleenRice,,202-225-5516,representative,Representative,,,,,2017-01-03,NY,Rep.,Representative,http://kathleenrice.house.gov
